Txhash,From,Amount
0xe918782f907712b4d11e59747d7727f438202a65f9ed80989be9a47fc462a6c4,0x5d73181b4ca19f4a8e5a4ab51c09895a9a80189b,4666
0x0976e9b11598988292ccd4588474fc3d64dfa5322236ba0f4a829feccfaa0638,0xe4376115609e3b29c84333e1049e100b97cd12bc,247.0636902066
0xe1b6103bc993cdc9f7510483d8dd8ffdc80f8e51ba60000ba770f180e3640792,0x81fb9f426e4758ed5632cf50b885f6275c0ba7de,841.3
0x701a330f78d6907985af9fc400e454e4922a0450c823617b83bf97ff064bc9cd,0x920fb6add38f7ea4270a0742fadcd2371652247c,104.608547369
0x86d845aab09a33dcb80c912baae5f51af719ee44dc4709a88ec8bda008f260aa,0x15e93ee81c91850525cf1ccc525a711d13ce3f3b,1402.2243858
0x5b586e9dd091d217cd07eb5c5497d30d3cf6283822605c3b5aa0aa9f0ad7f28e,0x5fe37d50be01bf231f56c85e6aef5b4f2b6ed15c,1250
0xdc23d2ea79bf75c81b1ee39bbcec89e8804e6d72cdec2a897bd85a9143fc9ee9,0x5180db0237291a6449dda9ed33ad90a38787621c,99648.34
0xa634fd1d6a0b1368e5cd6511fca600460612df7cd837994ae94a31e0598594fb,0x8d4aedd79c9330e4ee4b88a582fdf533dc0a0e62,100
0xd6c3b98ad6d534a24535c8aeea071b75d1afd2c740ab2b4b7eeb2938ce0bd775,0x76b60dcf71da2294f8aa034432d925d1eed8cf68,300
0xbb28e2fc2ecb4bbfe278b0f6ea9a217a0a2693e4ae2096be1417ed98690ecdf9,0x354f95a3b3950d6dde0e6c8e1c1432120bf0a07b,525.0074505428
0x98107fe07db45bc70ac2229bf84a4349348c208f0e299f6c1a4c4e3e256c252a,0xe30529ee31360c8be5e87267ec5e926e45785c6e,109
0xbb30bf0ee0bfc3dd6fe0505491a8f0ddfe6cd34c7b8933f060b03bf2c5922bcb,0x494e6203d2f0e079ff3f7ab5ce1cb28c350b2c13,56.2394348853
0x9d0e46cbb18e2ae36f00c069aefa5dd822ea5e7aa22aed43da6160dedcbd1ccf,0x5502d2fb37776055f1197618cf9dcf414c59ab27,11.5
0x7af145c45de131a2b93d9983307f8e0f3432be075607c8bbc29e08e514c38147,0x52019cff3b2cf4bac653192b25b502ed4f7f15bf,494.92
0x76a38d9de602155df30548f3dff0f1885b526250b2294ed0e060916d04039372,0xa36f08595dfe34a408b2f197164b73e717a09654,2165
0x2e4330bc27e269ef73aa369496ca7617b9d643319c767589f95f432406ef25d6,0x5642783350c171f8d13253959a156da8db2188b0,2536.1780389946
0x6fbe8ee2de9b6f085dd54630ca1c2452ac4a14f2bf9b74b3008802689a336f69,0x1a0f3b5e6a376877f63e830805e6ca7ee2af1ba4,1596.6630299251
0x71f29e6bef1de580ed4ae16fefc7ba05e786562067bba84f01097a0467306ad9,0x6034c3a3f78ae17da76ce3baf83858633cf252c6,4344
0x909aa37cf77242e86b24e1c5611bac76a5e4b214d47d884bd5bb029df5eee701,0x6034c3a3f78ae17da76ce3baf83858633cf252c6,1.8936178339
0x1ea0c8d6dd050da0f5aa04d597e47d850dfa60bfb3b8cb29c998a33cd55110ba,0xa9e9ccc26172703ac180a8e79a2b9adf6190799d,500
0x2265e94fcd4c3382da9e907d64ed6aeec45cb064dad57e2edbf430be8d573234,0x9e9a0e49be93e21f1a9d42d639622305779d1c8d,210
0x1f18338caf86aadb1949259b1fe746c2f18b75fdef8632e49a5c6f804dd02821,0x52988b591aff299b83cee12a3f78ee87c2cc4ac1,5511.681346681
0x866d6f28672f617a6eb04cf199d0adb8d70be86c03c2a0f5879b7bf5129513da,0x7f5fe0cf45ad50b4e80fe66a87f692b7c006bc3e,116
0xfe01a38077d15e2dd7492e45b2d0f278e3a2cccc2cfff27ab8867154bf6f1196,0x09d1831397df2029951a5aa574b3e2078254aab5,2648.0001301824
0xcf9b13b28cf59697b8633336928e0aa64d53a6faf13089b9a93fde990b69cc8a,0xdb537f80f9e1503cffbcb69a8f6fbd01047b6bcd,31
0x61ee9d5efad8775d1748770c6002fc3e1f9a24893b140f20092c5f9b27a8bd3d,0xae91cb00c413a8d6089ba0bc8bf66fba47a912ea,9337.1634686277
0x40fd1fb8271a4abcb566f52bb142ccbbd0ce1cc137a23a0a942504cc61462976,0x7e3fa216e5aeb29f4238b263606ab06124c73e92,4321
0xe4aa7302d5413d6b48fd94fda2d1e89ad35543d6c8db9a59d1b128e94420dcb5,0x3d496dbfe711a3fe668cf08b5f4a3fef1b696a39,45
0x11baa72dd6611201625fc5a33a2ad72af263365dd0cd810268a8656c85a503d0,0x150b43888b42d00e72f6fc1278286ca6293c0325,183.9614883929
0x93735e2261c8c67ea9bddcd72dc77cd88c43935ee0467e94a618d515f7e1b581,0x58d9a499ac82d74b08b3cb76e69d8f32e1395746,3314.5634135765
0x17db68bcd453e0c0bcb734715bee1c86d5812b5994af8bfdf05e5c20ea5cb964,0x09d1831397df2029951a5aa574b3e2078254aab5,449.25
0x11ffe7cf3499ac72eeaae049ffbefcd11f00c85c3c8dd9f2ca2257a1053a6b1f,0x5f52b8001fa25946f9fbfb6d9682d255709a928a,319.4917891692
0xe3c930f7527a624d56302efc346529bc22cc6a5db41429adaa04191e0e92dbf8,0x2d542cd0fe70879668f534a66fb6d128c53d5cea,815
0x54c810eda5c5163de9a5fa0e21714a0686938ece6853d7c413b5e5faedaf5139,0x09d1831397df2029951a5aa574b3e2078254aab5,0.0041627323
0xa619c813e75b5279d2aa4e4109889e8992b4776a66c02fdffaf966e818180768,0x8c57fcc73092fb5ea7823f11a4896a049b068996,5048.6308825595
0x21361bf1eba2447ddef9949763dc4aa7728effd8e995fbf12cfff3107b423d0b,0xcf935c04593d298a6eb89517fd53c2b90664c995,2066.7
0xccee5e385b49844f5840d8ba4567053305a089b226d10a94f8586a3233ac3d6c,0xcf935c04593d298a6eb89517fd53c2b90664c995,0.0899521972
0x3678be7b381871e4aab8da270c4a740569de04473c63c5a8f01df1cce7627a86,0x74b65a6a47f26dec0f14b38486dbb96459a0062c,1199.52
0x761c8c20db6b734e6ccc7d2d7222d5b881fbdab9968ec02a7b4180555d8d5abb,0xe98b6c22e1ee531e2c654286b506b0484a3f7e97,5000
0x1e974ebb968e66f52bc922c1428152a3596b1a5f2f3526f240cfbb049b5be1fe,0xb3c79fc838f653c720b9a90145f51329b2a90de9,400
0x255a2b5c6600b8618297d1bf282ef9dcbe44112b883a94bd0e6b1bf45ce35e8e,0xb65688e246b11c768a1620f47b327ed08b8b2b4f,148.65
0x1c961b64ce0a43b336827616abd90131ae96327378af994bb9abf550ea17179f,0xbec63d3d5f090efe4635efaba524ecabd2dd120f,1166.12106492
0xe44a1e5b71269f30dcb985238bcbc42f24c28600d6723e8a215476025075d93b,0x0e93f245b2d81f62a17e87bf2bcea09ba0d65657,4000.94
0x4fc2f2c009fcfec04bdd435359f2de17b3d1d9fd5a813ec48214cd93435fbdc1,0x5656cb4721c21e1f5dcbe03db9026ac0203d6e4f,1605.2326900514
0xd15298e5113177919ef0a39e3752bdd2cf3c079f7944b39198f4ade3181d614d,0x464bb7c5b1524271a57d6aaba701af05142eff23,102.8540999297
0x898249e363db8ab5445a9ac827030b75a36b97926bb3195def8c8b99a136dfb3,0x83b33ba5b1446955bee0b3110c163150f555e40e,1160.8459059093
0x72e2bdfcb9fd489ce41c9cef042b340df9419fc1b5449d6e8086119fb3794daa,0x30b3c7fb29207b95f3c3717f1b518a039a04ccb0,1994
0xe3e82726893d47a72fc1c7fd71df0fdae481dfbab3190e4c71d8c4a73ea7fc92,0xa86d37706162b45abb83c8c93d380cfe5cd472ed,206.5304672786
0x49c239617aedbf8b6ca8b3ce1d72cdf84952e3079c5d9c4eded204587f0c5afb,0xedcb6b933644d4879cd269d3c142e8a2b8d50966,205
0xf3a98459002a4da124008404e9c0429e78ffe05e1cfe978b0b33feb62c6900d2,0x0e938f234cff703624a24770a18094cd71e2b37b,2499.99
0x85e7b6f59f5e2c5f39fb5be17ac70af01e667d5810ecf6b27f7916ef382ec2e6,0x013c7a3c90f3e4642493c235892ef3a8e5738b77,149941.69
0x87c4cf7b99a024f5178e569f6eb6ffc316116db09fbd4adf68de32f818e1b707,0x1df428833f2c9fb1ef098754e5d710432450d706,1000
0x428061d330cdfef7314ae681b66eda6c44dcd9ae8416f556bd83c427315e90a5,0x2cb2c5e2609976e74111083b0d8805f0bf31a15a,15003.64561885
0x0c3b27e149b6bcb13ea3fa645eb3dd40666da0318230ec78e6a9837418ca9568,0xad4f08dba3fbf6752fb0f9566cc2fedf68f87dec,500
0xcc1356feb4b7d743d3d000637e541a12bcd38cf44e9d9b2d9a21620e27d87158,0x8d4aedd79c9330e4ee4b88a582fdf533dc0a0e62,50
0x50ae21590b4dc344777fb416de538ef64eff39eb9dd8999c6be79c9f568441c9,0x622ed824050bec39e64e19ade462093a763cc5e9,3496
0xd45e98f47e4896e39b93955e2e21286d54f5ebcc64e763022d6e6b86a2705f53,0x1a3cad3db8e9ca488719a2660f167ee8d9370457,746
0x3719de70eb0b182b5977ba7edbe6c5c09993675d69b8b42d7450445698288eb5,0x4591ad10500974dd1817caa8c308240e0e52844d,50
0xa26f9e2d3091c221f5956f5a67ced271c89f5180283056d105186d20941d878c,0x87d5140d53f5622927169dad6555bce01d0d3641,249.6358041565
0xf65a541ca769bcfa064f34f73fb9c2bb07826f28ca28023df3ca3607dad0ab02,0x0aa5be3f5226836e75a8c31b003d9fc16d25afa4,2071.85882484
0x16cbbf2ac06a14e58383c49750f71f35c2cf4559acb77e721c0cf6f47bf87ea7,0x95d6af5c05a0fe59e2dd69ea83d63224c37d01ad,1263.6799334379
0x049f419da58751f46eac7c0971e7ebcc0dc87e5dfbe0163268f7ceeda6f46396,0x7e3fa216e5aeb29f4238b263606ab06124c73e92,4235
0xb2683b8537bf84412cee7ecd5e949dd0adaa3a5c805a97b50acee05afcb26b1c,0xe8da01039385e90e852051eaec348a4e5f0c48c4,50002.05
0xdf180d55b4f62080db0538e52ed2e7d5a7d035b8358370dadc98a62be9933dea,0x4c8197777d0c41f83043169af5322641a6047f17,1000
0xb6d54e38a5f9c2637edc51ca8fe0383646082fa40837e42142d4a6f9bec4f479,0xb707be3cc6a9599597443c4eb5cc11bd6a5e5087,100
0xd567cd3699cc560c7ca96493337d965a5ee4af5b7fdb69b9a488aa34ba4594be,0x677e2c62afda432948c1cfebc2211b865ffc3540,1
0x0e072bf2facf0a26a1f15247b1d9119a4161f792879fd922bd3ef415acf231b6,0x677e2c62afda432948c1cfebc2211b865ffc3540,1
0x0f542cb0bc1f2d5a8e497a0d8bdddeec9751ce8f7e50d24c2f284b11355a666b,0x5ab244bb1e24f0b14a88406d6b59f3ca44cf652f,95.65
0xff3f7a9e2f1f486aa4dd67b7132c31c5589d59936dd08a1b2c0fffe123870bdc,0x677e2c62afda432948c1cfebc2211b865ffc3540,10
0xd8179ef3e4b9ed93fd079ac91c9789de66d8872fe18e34d250861c8b4744b218,0x4106a756c86f2ce6dc667cc9f4d68bd1b0472f3c,987
0xfc28aecaf497eda19137fb0071ff56be51a91483b3be9c75bf21b39e4cccf448,0xf8819da929dd8415a46d614f3a75987a1d76e3dc,1000
0xb8ff997294c17fa4a8641cb8f97c903052480aa3479378ad56fc55559c1db210,0x216fdb3ab5d6afe342f80d15ebfe344c52354ee9,553.714379215
0x32e87720ea578041b4cb242fb44abc4ee65fccfd82b6f5fd75ee3a6e7d8d7c3c,0x5ab244bb1e24f0b14a88406d6b59f3ca44cf652f,202.7788097839
0x1c0c2a127ff46054037e138f8f703a0dc0f0f9455b25a5beed0ced157e7611d0,0x5fa6b94256251eb96afe69774d3fc658f9e6ade0,16.2
0x5c8a8554df40b1483baf312082ba0d2beab9402c7d2828f0f017516d41285e56,0x97852fe0489978b4afc997387071d7a9e7acb494,4975
0x3740a1a3e61c96a8a87430b7fb2ba934ca9f35e1b1e258b35c998efa36019150,0x3d496dbfe711a3fe668cf08b5f4a3fef1b696a39,16
0xd4b6a54892217425a6bac3f1b86a24f88e65f67d80e18284e883694656983761,0xd10e2c5cb1a00a843e16b828d3f292b520fbfbec,615
0x5819cc1e0682c87a1d4d433fbffbda75100b67a9cf1b70e21bda452fdfd098dc,0x5fa6b94256251eb96afe69774d3fc658f9e6ade0,9818
0x4fe139a83cfe0893ea08510a6aed3463eb2c85adcb1d655345b54ca44e53ee7f,0x4d844473c881663ae658f99ae53ed517ca4dcc82,286
0x7f7eb62727347615b476149d338f0e89f9c25a392daa9f78a2dcf13948315457,0xbc9dbaa7bceedaf6675a99adc3617fbfb42dbd9c,2000
0xaa5996f0cb057e09088857679be5234fb463e0eb084e13a4dd4fc4e06fced6d9,0xfe2d66f7ade28ac6d474dda5039ac36ad9bb4153,1000
0x854881fefe90cc994a0c2d4b06d9f4d879a794cd8da841fb8aeb51a1ac035910,0xb1408c19026695576f1558f144f331a368429090,2565.94
0xd25f4f4340dc8743fb706ee3e0b548cbc1069d261a1c22a0b2dbbf27da0217a8,0xac1481bfb6868cce46526978a50a36f71476773b,395.2
0x946078d1bfc0622031d8ff148c7f554f7a0c81ad5b52fc03993c2a8e1071a6a9,0x49a3aab8ebe80725646937b9e9f6f8b4e9867bfe,57.7548224241
0xf7b1585261ba7b007cdb5094650cae2cbfca4b1e574fe3b37a95701d3abdff80,0x0bf73596b85cabec6b0b4e73ae18bc8cce7a6f29,505.613242295
0x47c2fada2eeede35957eb91c4aac9ed456981ad5b3deab3a89f4dd606393d51d,0xc985c19bedaf658d6c4d879b213fadbc25621a39,250.415
0x42d4bf16ff0e779faafda114ad6452a73504922fce3d7aebb9335b3cc6e02981,0xfe2d66f7ade28ac6d474dda5039ac36ad9bb4153,500
0xed59676f52306a94bd2303c00ec357f4a622068912a8568d0b7fe8090b10e32f,0x97f41a86b70cccc673d0af8e6c05c313d2f59906,4516.98
0xdeb3865330cbff6817bf2423217a6ac204e9b614e7f365d8b5da5238c4e1a505,0x76b60dcf71da2294f8aa034432d925d1eed8cf68,699.6232842117
0xbada6205917cbab56dd4904611379b80ea73b97269c4a82cee57c451078f24be,0xb32659fe74a4ceabadeee1b58ef334d499b8ba26,1604
0x4bb5cde63cfcecc4ae50f315e9adfccdfeac8ea8c85e7111a51d728f0c4dbd17,0xd0a8849cedb361644051547e96d09eb2a450c445,395.1193030806
0x433ea9850e5ae5e798682b591f630c47b9ceaddf07aa0e45feede49827a8f50c,0x8d4aedd79c9330e4ee4b88a582fdf533dc0a0e62,100
0x77fac2b6fc65afd299f12a45363880ee2b465392510208b6e857ec7fff932bd7,0xb4bedc198b00aa71e6a13ad2ab5e556e4de80a43,499
0x996d69eb2abca46ae29d46c772b0f85758c04f5bed417557f9234eb18795d1f2,0x3d496dbfe711a3fe668cf08b5f4a3fef1b696a39,16
0x16364fe63ce7b750dad4633b1ec881f582eda4a69efd71288641c95d9a693f25,0xc6537969b03cbc712a2d9ec4d89917c4a310591f,493.34
0xd8a23b8f60329043e3d5c99f5111c9e39c41e7639796575ee7d95fa1a1dc0f0d,0x9401df71b22eb8fee6d89e25905308c06afb5b81,495.1653983323
0x75e611652162b71376d1011a59446afef27dbf2f672fdc1f32e2bb07f6f3e36a,0x98bc0830d0a3f94cee1d4769b88eb3f246fd46b3,5000
0x90bc8be4e14b95e140f2ab5c8405913e9031f2ac020a4039a3602fa8b186478a,0xa070c820cc88017985782ce13a152a6974418d31,5296.36
0x7aa52d890e805dbccae1a0b23ccfbf1859a7eb5590d8d5b671f2f7dc0a7d7f42,0xb0fabe3bcac50f065dbf68c0b271118ddc005402,2000
0xbc2f7e007d8397e2ab4cd786f4ab87e2d5164242d5b8373c2d7f0bfa98dbf9ec,0x5ef319c0033c81cc777521f22dfd189e334b68f9,999.4703529969
0xe55e41126c0f8fd3c045a3a50d3c165860b8ebb7f3e4bf1a8c18f5e959f7a90e,0x932d47eef959bf9bfc0d6a2f617bab95fd18810e,10000
0x13592800a36d0c0039ec44c6bf4e24a772d12a2fc55139a9cfd8c98ed94c28e0,0xf2a5fd585fe9ace989bb28984b40d7419ad81d76,77
0x2701645c11426fe4e379d8ca339026d378700c1b1afb0dd5ac91f420030cf552,0x3f4d472d814ab920d320d457269dc85a358b2baf,61.85
0x9fe5dae825db0711533ce2ecc77a033a077563b84c11a4fd7dc208ac5b8ae7d3,0xba1c08b0ec6b0597ccc4a39238323634153f0908,1527.7980486442
0x7e73584d88e03b55dae50e0b53d3a6fe6739a525f3d243843024b787261c69f1,0x50a6b8218013edec354a1f62f04ac841c68d5a37,1616.4520066347
0xaad0469d6384e70fd5da181c959ccb9b19518f4e778426b1a6ec0fbffdc1c23c,0x08c5996400dc006511eb7eb65be3374a1b69df45,2300
0xad6374d438a90aa15aa34357403b587bf353d9603287e4ba53e38ffe0d23d18a,0x672ae9e934f3cf2cbb1cb7f32fbfb5a8be246f65,570
0xf1f7dca816c0a54be5394102fd3d370616eaab8fd50aab53ffa06ada793caa91,0xcdd7d76eff08b2e1cc7b46347cab0344327f069a,600
0xabe1da408d64075deba63fc530b7baf7cd84a6941cafdcf379ff277226307af4,0xcb38a3a23f25db3d5816ab1485e7cf6b5cb3aca4,101
0x45ca420c1390536632f646e8255c04569365856187fa5cfad09838364762d4dd,0xa3ee99179261119b342c36e80287c158ce05fda6,2126.0521024285
0x888631fff1c762f1f6fb9afb8787646c7a1e60158eeaa1c1cf00be20c76964e3,0xeca6db723272f496c5d78acd6d27672f0cb919fc,300.0132254291
0xfefb439b2ffb4dffd63ad3414fa7655f71579672ccefed5b9e77ee2c45fde009,0x576fc918c91976b4c934627f5d1a017095bcb708,250
0xd6e2aaf6ce7579b263b57571e0802d2826618be860f6ffaf6c4138ff501d63f7,0x6a45168375ee0c08e8ede3e8ce083240c7bf6516,10
0x2f122b8f0305de4828a6c960583e0923613d4ab7056ccc96e1db13fdea37999d,0xe11bf8c9d4fd0dec48f0c8e54c7083f3fed8ee5c,6233
0x575f16b54c01963bb7ba811445c51642201636f47ad43d80eb36473acdae9a06,0x9e2363e885ed2f1a65df589d99723458c637a3af,2823.84
0xa20c456b6e594016ddc84215eb48dd71961c61b1fda677aa9b3fe12709a538dc,0x3d496dbfe711a3fe668cf08b5f4a3fef1b696a39,25
0x781b17a8e96e3d22c6914e3141d48c79f4ef137d3f91fb6d7bddd2585dc9ea0f,0xb04660a4228bf1bf86e5e005a6442e9ee92b9bef,0.8654472226
0x986761f6d0f560b6a416cd2ac97689bcbdf6a15c2fb44c4fb73caae865dfbcd2,0x677e2c62afda432948c1cfebc2211b865ffc3540,1300
0xaed34cf8b615eed9adcf383d2bb108d4dfb5767071a90512d743ff5b87a2f37c,0xc1c1fdadd3f76ff4e34f6f3f0b00f4db9b539a8f,4997.3379168744
0x29671915d5922d74e785c293fd222fbafc03abcfc4c2b39fdfe18cf32fd07941,0x770823f0b08b73941964e9ed2526ab5d311fd87e,2811
0x861ccf0b7921af6a3b43667f05b8aebe888cb67bd5503d919ec4f2c801749cd4,0x003786e753e837d4194e9db6e790f153aa4ca1c9,495.687790448
0x9b705a5b8a05962e5698a02919281fb565fa391f8c0e3f83f5755b01fa084728,0x3d496dbfe711a3fe668cf08b5f4a3fef1b696a39,88
0x1c5bf199206378001dad32ec6c0e09ca56a6cbdbba516badaea7daf890370b9e,0xd599cf95793db2041bbf1384e2d3a215524592ad,285
0x67ef7e694d41ac5c6dee417474e0d672afdd1d71ce3650da179c7e0632e7daa8,0xb6c80c8ffa8511de93f6cc706f27ff7a4b1c2c8e,1500
0xeb5ebdc3b828f3c47981d2822d35cfd48a55031ad17d5e27cec17e8a3bb2c54c,0xbe6a4f130bc1d0f3fd957ff95f057acd5421b6b0,500
0x76d123eee216c1c651c77b512bb27593841765f8fa249ffbcf7ca77416435b8e,0x50a6b8218013edec354a1f62f04ac841c68d5a37,410.84
0xfc85c3d5b71b272decd26dab34040e5c5325b164cec9c109c20fd26e52e545df,0x7bfb204c160eed4d6b26f712d61d68be6a54736d,852.2154855126
0x2e44f9711f68bf1f7117ec88e813fd94c47addc8028ba74d38385b92bb97bf29,0x5ab244bb1e24f0b14a88406d6b59f3ca44cf652f,413.2091547
0xd6c2acb948d0dbb0df723e4feefc2801d84a86b323fb5990fcf8ebf92f971f0a,0x7bdcb36104a839ed12f9182bbeccc94ff537b862,31980
0x8c0d9c5b54898510598e79c969761e78a097389eb175a689991335467e7e37d9,0xe29dc501944c4e3f88f8d334419b7ce01c1171f6,20000
0x22b03efba0cdafac5c1f4126ca8835a5d77c50b53e2e789ee9e73df2d2e8a7d6,0xc6b7431d0a56edd1d841c41520b63fb6d93d9320,114.9386942792
0x789ff9a856c54b6fd9dd464a8ae9942d816177c4776442cbd45aa117695feeab,0x1ffbe5a188a45565f4ee9db7165f26e054f54152,1015
0x4fc224b4d357e5103cec6522597b8613ac7cbc4ccdd2165ab660674f391b2f59,0x604cca881b5201bf9fe669410fba4c74ee05662d,4174.24
0xea0035c1b436d5bbd7889ba27cbf48368091427118647d8580b90831b6345a3c,0xc4d59742bd702e92e746d44b3aa2b7c99a780325,2508
0xf8f0b58959f554ff26686702f95e3b99175253263fbb8c93c1c263f1cbc6e765,0xbfe1c2d3bd47083db13cfe8f054fb8de76312d1e,10000
0xd0daf4564eccecd645eddc70eac10f34a05e0658d5609a2619ae04d9becab1ac,0x45cd7e45bf678b61fadb5abf7fad127dc515ef5c,260.4569640998
0x2884a789d51ce1e78f83a89f904058ce7dcd4e5dc379f717f62e77a53f100f7b,0x1ecdd6de99277d4228a9de50ea73ba7e10d662e6,55.98
0x8d5587d738bd0783cd3ff75f9b5a8e1afba84d5574a00d238fa60befda32cb5d,0x1d2efe161ac6e2e06e80708cd58690b0c0816063,9967.9405047131
0x48ea20b337be086150cda07027cdd92a04b929da5a8793fd17366a7428996f54,0x11267e5176cf69ec8ed58267b93e95bcb606d69b,85
0x9cb5fc744a11b131d256f2e4577cb8cdf343def95bc35f9dcb3eaee0995fdea1,0x718c6a922eaa6c23634a28db026e95821bfa35c9,12.9074461744
0x8de84bef940558071163734cfc8d6463c6d7f799ec5aa03a5d500dee0ecbc168,0xf8819da929dd8415a46d614f3a75987a1d76e3dc,1555.71
0xa2425660958143d0211fd7b3be32f015eff63673adcbd34d2eb95b6650217539,0xd89863049aabcd4626590fdebd00af11d8233173,1171.2395432509
0x100583973ffcb752768876513e7dc991d7935d132197a735b8b1340439bf8653,0x9fa5921ef2012f37b9e8911a647ca34c92e46045,40.9
0xed8834ec2b0ca99dfc93515f52b7494e2dda73ebc331b4acc3382aa5b7262221,0x50a6b8218013edec354a1f62f04ac841c68d5a37,513.8871390072
0xffd787efb5f96d61a51960fcb9200e2fcdb653ad9dbfcda5215a656b34914704,0xc4c87045ba7b933f8be2e92524fbb0f6175bdfbf,49.016713
0xafb50933956bbbe1b107f98cba7303ff7cd0b1bdf6f9fa4634c7defe30219e28,0xb239a152d8bb77799555bd16f26472cc5bc387ca,500.1259862547
0x9c176f62b9bc56674f89a9b2c08b2d708ed5b5c24c0a2cf89e88a90f2581ed51,0x1dfb248d7cf6f1ca14600e74c9d973d2e5f7a617,41.42
0xaa51b260a9d308bb0ac6a0be1bc034c97e274da9187b08cbf3b8170486358ce0,0x89efe12ac093fef2e83cbe4fe6517810aedf2716,97.6888597306
0x7f01e336fb58b6b94f0462e54e2eb22591c541760a54bfa3f520a2f184d6449d,0xde20be189c72bbfa4beec52390ebc27558be2897,4098
0x22f8c4d6efd4da288ac2afca79bcd9cd2ba779d74a7f517edfdba8ecb901e1cf,0x9d1b27796adb236512d4bc0f26de4c12dfde37d0,69.42069
0x471643c254501ae15373d9593b095573c1cfcfde40eacb410682a75e5bc3a896,0x18d53087774623b7fa5da94b4f2a7a988372a22c,1035
0x13df38566e13a405a0da9b27dacddecc194262f6a3de42dd3f00a33cb727d170,0xb273181dc748ee89fda0115954a96e68df719c03,45.2282644282
0x0985d59bc8c1e82100db1a7ed75f6177f34c57af31cf531b9e5ce0e8825edfb1,0x1e740320a151030b5c530a0ea371438ad152b317,1499
0xac4966fb82b97dac8625576f0e725484805e0b9712c5651967007c91a6dcaf37,0xd0c48370efccc2e4139e67b4006e0acdf0cb579c,1000
0x396cda9792e38bb0fc3133b4df09fd2e7e28592c63627914df509f19f279b6cd,0xa54dbdbfa896ab581a231cc882a70d1479ec8195,100
0xd4e3a3159d193e95cc6860e01d87aaf1b58bd5e318a167175a40ae929b192d84,0xabd4c34cc6bb50f49b633ed82ea9a3bb44cbbcec,138.1636476606
0xd148b7c29dcf27aa8ef04b7205d5a5ca8f339feb8ade4d805f853704caef581a,0x677e2c62afda432948c1cfebc2211b865ffc3540,6997.2303965298
0x8a0372987c5f8e83677377183b98a3fcb0edebe466faf9eb56dc9270fe2ece98,0xbfe1c2d3bd47083db13cfe8f054fb8de76312d1e,620
0x54503d459ef41edddbc148f0eb4b2933944b1966a69a031c974801f48672fbd7,0x9d1b27796adb236512d4bc0f26de4c12dfde37d0,187.69
0xc85c8e05846a0d097228ae76114e5cfd18b57f9e697be273c1122d03fb5750b5,0xd2d520c99319dfa386e08cc28b052c006c707af1,5000
0xa430225ab74535e1440a5eb7f671d240bf1fa4e4a80d93ca7d6f38dc230f3c56,0x45e5d35f5f80eeb115cafc81b01978ab2eaef6b2,500.8100689666
